/news/uk
"['her', 'betty', 'film']",['https://static.independent.co.uk/2022/01/01/07/79ce4e028fe20c91f9867dab697271beY29udGVudHNlYXJjaGFwaSwxNjQxMTA2MzE2-2.64549797.jpg'],Film screening to celebrate Betty White will go ahead on her 100th birthday,https://www.independent.co.uk/news/uk/betty-white-robert-redford-snl-ryan-reynolds-los-angeles-b1985202.html
"['independent', 'daily', 'given']",['https://static.independent.co.uk/2022/01/01/07/e30a84aaa7af3e33190af558f6015ccaY29udGVudHNlYXJjaGFwaSwxNjQxMTA1ODEx-2.33243394.jpg'],What the papers say – January 1,https://www.independent.co.uk/news/uk/jenny-harries-chris-whitty-nhs-daniel-craig-honours-b1985201.html
"['climate', 'said', 'reasons']",['https://static.independent.co.uk/2022/01/01/06/97f611969b3824db5a446e89c408f491Y29udGVudHNlYXJjaGFwaSwxNjQxMTAyMDkx-2.63225772.jpg'],Archbishop of Canterbury: There are ‘real reasons to hope’ on climate action,https://www.independent.co.uk/news/uk/cop26-justin-welby-archbishop-canterbury-people-b1985196.html
"['her', 'redford', 'robert']","['https://static.independent.co.uk/2022/01/01/04/01041520-c86c1558-3b50-4c4b-a644-b66fd7765cee.jpg', 'https://static.independent.co.uk/2022/01/01/04/b98285e5ceecdcfab72e465b3b8071f1Y29udGVudHNlYXJjaGFwaSwxNjQxMDk2Mjk2-2.64549795.jpg']",Robert Redford and Ryan Reynolds continue feud to be Betty White’s ‘crush’,https://www.independent.co.uk/news/uk/robert-redford-ryan-reynolds-betty-white-people-twitter-b1985185.html
"['police', 'child', 'independent']",['https://static.independent.co.uk/2022/01/01/04/f7eddc1f1859415d88cc954e026b20f9Y29udGVudHNlYXJjaGFwaSwxNjQxMDk0NjA0-2.64479948.jpg'],Woman detained after child’s death in Oldham,https://www.independent.co.uk/news/uk/oldham-police-crimestoppers-b1985180.html
"['white', 'her', 'she']",['https://static.independent.co.uk/2022/01/01/04/1907ffefd93dd2d4d12cda4e2769e58aY29udGVudHNlYXJjaGFwaSwxNjQxMDk0NjAy-2.64550195.jpg'],Michelle Obama and Oprah add to list of tributes to veteran actress Betty White,https://www.independent.co.uk/news/uk/betty-white-michelle-obama-barack-kathy-griffin-dionne-warwick-b1985181.html
"['january', 'month', 'dry']","['https://static.independent.co.uk/2022/01/01/07/94b109799ac4ee27a7b1cb3fc1ae8db6Y29udGVudHNlYXJjaGFwaSwxNjQxMTA3ODQ1-2.59824504.jpg', 'https://static.independent.co.uk/2022/01/01/07/8a4e805aa4a224e30bdc9ca0c25eecfcY29udGVudHNlYXJjaGFwaSwxNjQxMTA3Nzk0-2.59825666.jpg']",Consumers urged not to abandon pubs over Dry January amid ‘chasm of debt’,https://www.independent.co.uk/news/uk/consumers-covid-people-government-north-london-b1985203.html
"['she', 'white', 'her']",['https://static.independent.co.uk/2021/12/31/21/4a8f067a8116a9188008cb5c046a6b6dY29udGVudHNlYXJjaGFwaSwxNjQxMDcyNzQz-2.64549795.jpg'],Ryan Reynolds among celebrities to pay tribute to acclaimed actress Betty White,https://www.independent.co.uk/news/uk/betty-white-ryan-reynolds-viola-davis-michelle-obama-kathy-griffin-b1985114.html
"['she', 'women', 'her']","['https://static.independent.co.uk/2022/01/01/02/87702d3fdc46dacba451a01ebf03a950Y29udGVudHNlYXJjaGFwaSwxNjQxMDg4MTgy-2.64550916.jpg', 'https://static.independent.co.uk/2022/01/01/02/bcbcd0000a4b0536c525e44d48fa50ebY29udGVudHNlYXJjaGFwaSwxNjQwNzAzMjk3-2.14297447.jpg', 'https://static.independent.co.uk/2022/01/01/02/81cb2d0ef56e8fa61e288dd93510eb66Y29udGVudHNlYXJjaGFwaSwxNjQwNzAzMzUw-2.21375398.jpg']",Mel B dedicates MBE to women suffering abuse ‘in all shapes and forms’,https://www.independent.co.uk/news/uk/mbe-mel-b-new-year-honours-the-sun-stephen-belafonte-b1985168.html
"['year', 'fireworks', 'new']","['https://static.independent.co.uk/2022/01/01/02/ea0cccc92dbc6d7cc4f16befab2a768fY29udGVudHNlYXJjaGFwaSwxNjQxMDg4NzY1-2.64551325.jpg', 'https://static.independent.co.uk/2022/01/01/02/a898480bdd6608637bd79487aadb16a1Y29udGVudHNlYXJjaGFwaSwxNjQxMDg4ODM5-2.64551195.jpg', 'https://static.independent.co.uk/2022/01/01/02/e7eecd1dd355fdfefcfa9361db0d0793Y29udGVudHNlYXJjaGFwaSwxNjQxMDg5NTEz-2.64551258.jpg']",Fireworks return to London amid UK’s subdued New Year celebrations,https://www.independent.co.uk/news/uk/fireworks-london-three-lions-northern-ireland-big-ben-b1985167.html
"['edinburgh', 'new', 'people']","['https://static.independent.co.uk/2022/01/01/01/9b527a282a1e267f25db310c9ae60c7aY29udGVudHNlYXJjaGFwaSwxNjQxMDgyOTgw-2.64549155.jpg', 'https://static.independent.co.uk/2022/01/01/01/86fc71e0820cebe27397cff736404e60Y29udGVudHNlYXJjaGFwaSwxNjQxMDgzMDgy-2.64551130.jpg', 'https://static.independent.co.uk/2022/01/01/01/e47a39c124b1624a6e537abb234e8aacY29udGVudHNlYXJjaGFwaSwxNjQxMDg0Mzg1-2.64551332.jpg', 'https://static.independent.co.uk/2022/01/01/01/9ba737684f0a1996fc4a5f6416d24c59Y29udGVudHNlYXJjaGFwaSwxNjQxMDg0NDkz-2.64550568.jpg']",Covid curbs cause a second Hogmanay to be curtailed,https://www.independent.co.uk/news/uk/hogmanay-scots-nicola-sturgeon-covid-zimbabwe-b1985160.html
"['said', 'uk', 'could']","['https://static.independent.co.uk/2022/01/01/00/a4fadf248797eb0f145e3baece25a4a6Y29udGVudHNlYXJjaGFwaSwxNjQxMDgwMzQz-2.64551007.jpg', 'https://static.independent.co.uk/2022/01/01/00/e92313dda7040c397f69f44e715b75e9Y29udGVudHNlYXJjaGFwaSwxNjQxMDc5Nzc0-2.64424294.jpg', 'https://static.independent.co.uk/2022/01/01/00/90669b59b0966d0bf50929926514078dY29udGVudHNlYXJjaGFwaSwxNjQxMDc5OTQz-2.64550856.jpg']",Javid warns Covid curbs must be ‘last resort’ as pandemic enters third year,https://www.independent.co.uk/news/uk/sajid-javid-health-secretary-covid-jenny-harries-england-b1985153.html
""
news/world/americas
descriptors,image links,article name,article link
"['giuffre', 'prince', 'andrew']",['https://static.independent.co.uk/2021/12/30/19/1.jpg'],Prince Andrew suffers double setback from US judge in Epstein abuse case,https://www.independent.co.uk/news/world/americas/crime/prince-andrew-virginia-giuffre-epstein-b1985411.html
"['capitol', 'trump', 'mr']",['https://static.independent.co.uk/2021/12/23/17/Capitol_Breach_Trump_52829.jpg'],"Trump is getting ‘terrible advice’ by planning news conference on anniversary of Capitol riot, ex-aide says",https://www.independent.co.uk/news/world/americas/us-politics/trump-capitol-riot-anniversary-advice-b1985418.html
"['adams', 'mayor', 'city']","['https://static.independent.co.uk/2022/01/01/21/PRI216917168.jpg', 'https://static.independent.co.uk/2022/01/01/21/PRI216881154.jpg']",NYC mayor calls police after witnessing assault while taking subway to first day on the job,https://www.independent.co.uk/news/world/americas/us-politics/new-york-mayor-eric-adams-911-subway-b1985417.html
"['had', 'he', 'mr']",['https://static.independent.co.uk/2021/12/31/18/2021-12-31T002807Z_58495419_RC2CPR9IIVYX_RTRMADP_3_USA-WILDFIRES-COLORADO.JPG'],"‘The street was on fire, grass was on fire’: Survivors describe horrific scenes from Colorado blaze",https://www.independent.co.uk/news/world/americas/colorado-boulder-fires-survivor-eyewitness-b1985410.html
"['he', 'search', 'colorado']",['https://static.independent.co.uk/2022/01/01/05/APTOPIX_Colorado_Wildfires_94260.jpg'],"Colorado fires could have been arson, officials say, as three people remain unaccounted for",https://www.independent.co.uk/news/world/americas/colorado-fires-cadaver-dogs-missing-b1985416.html
"['murdaugh', 'he', 'her']","['https://static.independent.co.uk/2021/08/13/17/Screen%20Shot%202021-08-13%20at%2012.02.49%20PM.png', 'https://static.independent.co.uk/2021/10/25/21/Mother_And_Son_Killed_28090.jpg']",Murdered wife of disgraced lawyer Alex Murdaugh left everything to him in will,https://www.independent.co.uk/news/world/americas/crime/alex-murdaugh-murdered-wife-will-b1985398.html
"['his', 'thompson', 'he']",['https://static.independent.co.uk/2022/01/01/13/7899FCEC-FA42-4A3B-8A72-3C3DC1FAF0F4_4_5005_c.jpeg'],Murderer who claimed Scientology led him to butcher sister-in-law and boyfriend to death is killed in prison,https://www.independent.co.uk/news/world/americas/crime/kenneth-thompson-death-scientology-murder-b1985319.html
"['capitol', 'around', 'more']",['https://static.independent.co.uk/2021/10/13/17/urnpublicidap.orga928dfb6e01145b6a4963622251f28fe.jpg'],FBI still hunting for 350 Capitol riot suspects nearly a year on from pro-Trump insurrection,https://www.independent.co.uk/news/world/americas/us-politics/capitol-riot-suspects-fbi-trump-b1985335.html
"['town', 'trump', 'her']",['https://static.independent.co.uk/2022/01/01/15/Capitol_Riot_America_At_War_With_Itself_85728.jpg'],"In nation at war with itself, one town tries cup of civility",https://www.independent.co.uk/news/world/americas/us-politics/america-joe-biden-fiona-hill-democrats-facebook-b1985340.html
"['kim', 'north', 'korea']",['https://static.independent.co.uk/2022/01/01/09/AFP_9VF4LJ.jpg'],"Kim Jong-un says North Korea will focus on economy, food and Covid in 2022",https://www.independent.co.uk/news/world/americas/us-politics/kim-kim-jong-un-south-korea-united-states-seoul-b1985172.html
"['–', 'she', 'evacuation']","['https://static.independent.co.uk/2021/12/31/18/2021-12-31T002807Z_58495419_RC2CPR9IIVYX_RTRMADP_3_USA-WILDFIRES-COLORADO.JPG', 'https://static.independent.co.uk/2021/12/31/18/2021-12-31T181347Z_337006839_RC2RPR9I0FEN_RTRMADP_3_USA-WILDFIRES-COLORADO.JPG', 'https://static.independent.co.uk/2021/12/31/18/GettyImages-1237478332.jpg', 'https://static.independent.co.uk/2021/12/31/19/2021-12-31T000658Z_2032002196_RC2BPR9NKZ29_RTRMADP_3_USA-WILDFIRES-COLORADO.JPG']",Displaced Coloradans worry about freezing temperatures as snow follows tragic fires,https://www.independent.co.uk/news/world/americas/colorado-fire-boulder-wildfire-snow-evacuation-b1985314.html
"['blais', 'she', 'her']","['https://static.independent.co.uk/2021/12/23/16/edith%20blais%20hero.jpg', 'https://static.independent.co.uk/2021/12/23/16/edith%20blais%20inline%201.jpg', 'https://static.independent.co.uk/2021/12/29/17/Luca%20et%20moi%20dunes.jpg', 'https://static.independent.co.uk/2021/12/29/18/Afrique%20voiture.jpg', 'https://static.independent.co.uk/2021/12/29/17/Afrique%20-%20Copie.jpg', 'https://static.independent.co.uk/2021/12/23/17/Edith%20Blais%201%20credit%20Sara%20Mauve%20Ravenelle.jpg']",Edith Blais: I was held hostage for 450 days and escaped - just as Covid forced the world into lockdown,https://www.independent.co.uk/news/world/americas/hostage-edith-blais-burkina-faso-b1985325.html
"['year', 'biggest', 'his']",['https://static.independent.co.uk/2021/12/21/16/GettyImages-1297448274.jpg'],From billionaires in space to the fall of Kabul: The biggest US video moments of 2021,https://www.independent.co.uk/news/world/americas/best-video-2021-us-moments-b1985323.html
"['governor', 'his', 'amid']",['https://static.independent.co.uk/2021/12/31/22/GettyImages-1333405320.jpg'],Ron DeSantis reveals he was accompanying his wife to cancer treatment after accusations he had gone missing,https://www.independent.co.uk/news/world/americas/us-politics/desantis-wife-cancer-treatment-missing-b1985133.html
"['—', 'words,', 'photos.']",['https://static.independent.co.uk/2021/12/31/08/New_Year_South_Korea_19730.jpg'],AP News Digest 7:40 a.m.,https://www.independent.co.uk/news/world/americas/betty-white-eric-adams-scientists-kim-jong-un-colorado-b1985302.html
"['colorado', 'delivery', 'superior']","['https://static.independent.co.uk/2021/12/31/18/2021-12-31T002807Z_58495419_RC2CPR9IIVYX_RTRMADP_3_USA-WILDFIRES-COLORADO.JPG', 'https://static.independent.co.uk/2021/12/31/10/newFile-4.jpg']",Amazon delivery agent rescued 4-month-old and his parents from Colorado wildfire,https://www.independent.co.uk/news/world/americas/colorado-boulder-wildfire-superior-amazon-b1985198.html
"['biden', 'russia', 'russian']",['https://static.independent.co.uk/2021/12/31/22/Biden_09193.jpg'],US and Russia face deep differences ahead of Ukraine talks,https://www.independent.co.uk/news/world/americas/us-politics/russia-joe-biden-ukraine-vladimir-putin-kremlin-b1985194.html
"['city', 'adams', 'he']",[],Eric Adams sworn in as New York City mayor after ball drop,https://www.independent.co.uk/news/world/americas/eric-adams-new-york-city-times-square-covid-bill-de-blasio-b1985191.html
""
