0
descriptors,image links,article name,article link
"['china', 'artificial', 'energy']","['/img/logo-white-out.svg', 'https://static.independent.co.uk/2020/12/07/13/GettyImages-1289533710.jpg?quality=75&width=982&height=726&auto=webp', 'https://static.independent.co.uk/2022/01/03/08/artificial%20sun%20china.jpg?quality=75&width=640&auto=webp', 'https://static.independent.co.uk/2020/12/07/13/GettyImages-1289533710.jpg?quality=75&width=640&auto=webp']",,https://www.independent.co.uk/life-style/gadgets-and-tech/china-artificial-sun-nuclear-fusion-renewable-b1985795.html
""
1
descriptors,image links,article name,article link
"['xbox', 'you', 'series']","['https://static.independent.co.uk/2022/03/11/08/xbox%204%20copy.jpg?quality=75&width=982&height=726&auto=webp', 'https://static.independent.co.uk/2022/03/11/08/xbox%204%20copy.jpg?quality=75&width=982&height=726&auto=webp', 'https://static.independent.co.uk/2022/03/11/08/xbox%204%20copy.jpg?quality=75&width=640&auto=webp']",,https://www.independent.co.uk/extras/indybest/gadgets-tech/video-games-consoles/xbox-series-x-stock-uk-update-b1985781.html
""
2
descriptors,image links,article name,article link
"['we', 'restock', 'ps']","['https://static.independent.co.uk/2022/03/14/08/PS5%20BLOG%203-2.jpg?quality=75&width=982&height=726&auto=webp', 'https://static.independent.co.uk/2022/03/14/08/PS5%20BLOG%203-2.jpg?quality=75&width=982&height=726&auto=webp', 'https://static.independent.co.uk/2021/07/09/11/asda%20ps5.jpg?quality=75&width=982&height=726&auto=webp', 'https://static.independent.co.uk/2022/03/07/08/ps5%201%20comp%202.jpg?quality=75&width=982&height=726&auto=webp', 'https://static.independent.co.uk/2022/03/01/09/currys%20ps5.jpg?quality=75&width=982&height=726&auto=webp', 'https://static.independent.co.uk/2022/03/14/08/PS5%20BLOG%203-2.jpg?quality=75&width=640&auto=webp']",,https://www.independent.co.uk/extras/indybest/gadgets-tech/video-games-consoles/ps5-stock-console-uk-update-b1985789.html
""
3
descriptors,image links,article name,article link
